2024-07-31 20:55:44,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:55:51,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:55:53,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:55:54,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:55:55,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:55:57,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:55:58,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:55:59,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:56:00,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:07,Ajout de visage,Visage ajouté: Ousmane
2024-07-31 20:57:16,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:18,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:19,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:20,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:21,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:23,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:24,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:25,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:26,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:28,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:29,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:30,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:32,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:33,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:34,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:57:35,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:36,Ajout de visage,Visage ajouté: Ousmane
2024-07-31 20:58:45,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:47,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:48,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:49,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:50,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:52,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:53,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:54,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:55,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:57,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:58,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:58:59,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:59:01,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:59:02,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:59:03,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:59:04,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:59:06,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:59:07,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:59:08,Détection de visage,Visage détecté: Inconnu
2024-07-31 20:59:54,Détection de visage,Visage détecté: Ousmane
2024-07-31 20:59:55,Détection de visage,Visage détecté: Ousmane
2024-07-31 20:59:57,Détection de visage,Visage détecté: Ousmane
2024-07-31 20:59:59,Détection de visage,Visage détecté: Ousmane
2024-07-31 21:00:00,Détection de visage,Visage détecté: Ousmane
2024-07-31 21:00:01,Détection de visage,Visage détecté: Ousmane
2024-07-31 21:00:02,Détection de visage,Visage détecté: Ousmane
2024-07-31 21:00:04,Détection de visage,Visage détecté: Ousmane
2024-07-31 21:00:05,Détection de visage,Visage détecté: Ousmane
2024-07-31 21:00:06,Détection de visage,Visage détecté: Ousmane
2024-07-31 21:00:07,Détection de visage,Visage détecté: Ousmane
2024-08-01 16:04:10,Détection de visage,Visage détecté: Ousmane
2024-08-01 16:04:11,Détection de visage,Visage détecté: Ousmane
2024-08-01 16:04:12,Détection de visage,Visage détecté: Ousmane
2024-08-01 16:04:14,Détection de visage,Visage détecté: Ousmane
2024-08-01 16:04:15,Détection de visage,Visage détecté: Ousmane
2024-08-01 16:04:16,Détection de visage,Visage détecté: Ousmane
